TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
125.39,Debit,ATM,21.0,Student,140.0,1.0,202.69,0
305.18,Debit,Online,58.0,Retired,216.0,1.0,4474.2,3
506.9,Credit,Branch,64.0,Doctor,56.0,1.0,11471.87,1
504.12,Credit,Branch,25.0,Student,101.0,1.0,1107.28,1
42.09,Debit,Branch,29.0,Engineer,118.0,1.0,5526.28,1
607.28,Debit,ATM,32.0,Doctor,84.0,1.0,9679.68,0
91.9,Debit,Online,77.0,Retired,125.0,1.0,1033.94,3
303.43,Debit,Branch,22.0,Student,30.0,1.0,1833.24,1
668.78,Debit,ATM,20.0,Student,141.0,1.0,983.68,0
270.54,Credit,ATM,20.0,Student,139.0,1.0,269.78,0
247.93,Debit,Branch,37.0,Engineer,79.0,1.0,9801.48,1
34.67,Debit,Online,19.0,Student,71.0,1.0,888.6,3
326.03,Credit,Online,18.0,Student,137.0,1.0,290.24,3
148.26,Debit,ATM,25.0,Student,57.0,1.0,958.7,0
1086.6,Debit,Online,19.0,Student,38.0,1.0,1605.67,3
373.99,Debit,ATM,60.0,Doctor,140.0,1.0,8590.5,0
819.48,Debit,ATM,25.0,Student,26.0,1.0,1804.5,0
14.0,Debit,ATM,49.0,Engineer,173.0,1.0,7975.18,0
57.16,Debit,ATM,40.0,Engineer,74.0,1.0,222.22,0
282.26,Debit,Online,37.0,Engineer,278.0,1.0,6857.2,3
473.2,Debit,Online,34.0,Doctor,173.0,1.0,248.52,3
192.97,Debit,ATM,59.0,Retired,140.0,1.0,3019.04,0
168.99,Debit,ATM,18.0,Student,203.0,1.0,1523.57,0
1.82,Debit,Online,80.0,Retired,60.0,1.0,5571.39,3
40.9,Debit,ATM,55.0,Doctor,37.0,1.0,1514.34,0
78.91,Debit,Online,61.0,Doctor,157.0,1.0,1817.43,3
169.97,Credit,ATM,22.0,Student,12.0,1.0,6269.12,0
17.79,Debit,Branch,61.0,Retired,162.0,5.0,2281.9,2
486.61,Credit,ATM,48.0,Engineer,130.0,1.0,2006.69,0
148.13,Debit,Branch,58.0,Retired,56.0,1.0,2189.38,1
164.52,Debit,ATM,61.0,Doctor,162.0,1.0,11036.74,0
720.89,Debit,ATM,27.0,Student,120.0,1.0,447.06,0
268.7,Debit,ATM,53.0,Retired,63.0,1.0,2104.74,0
637.34,Debit,ATM,51.0,Retired,278.0,1.0,5183.5,0
216.76,Credit,Online,47.0,Engineer,138.0,1.0,643.64,3
418.02,Debit,ATM,46.0,Doctor,110.0,1.0,11011.86,0
292.03,Credit,ATM,46.0,Engineer,154.0,1.0,951.33,0
251.4,Debit,ATM,57.0,Retired,178.0,1.0,2561.67,0
184.56,Debit,Online,21.0,Student,93.0,1.0,1549.27,3
33.76,Debit,Online,26.0,Engineer,227.0,1.0,3253.51,3
1612.37,Debit,ATM,65.0,Retired,173.0,1.0,3910.59,0
138.68,Credit,Branch,22.0,Student,44.0,1.0,206.2,1
42.56,Debit,Online,18.0,Student,146.0,1.0,4361.44,3
680.76,Debit,Branch,21.0,Student,165.0,1.0,572.97,1
53.83,Debit,Branch,70.0,Retired,131.0,1.0,4580.59,1
11.09,Debit,Branch,51.0,Engineer,95.0,1.0,2990.05,1
37.81,Debit,Branch,63.0,Retired,195.0,1.0,5208.98,1
449.18,Debit,Online,67.0,Retired,50.0,1.0,1025.99,3
1135.8,Debit,ATM,30.0,Doctor,250.0,1.0,13534.3,0
297.6,Debit,Online,39.0,Doctor,162.0,1.0,1461.17,3
683.75,Debit,Branch,32.0,Doctor,106.0,1.0,6333.72,1
21.4,Credit,Online,48.0,Engineer,129.0,1.0,8551.6,3
315.94,Debit,ATM,78.0,Retired,93.0,1.0,4273.99,0
331.32,Debit,Branch,61.0,Doctor,137.0,5.0,13054.54,2
223.76,Credit,Branch,74.0,Retired,110.0,1.0,4102.23,1
216.03,Debit,ATM,42.0,Doctor,300.0,1.0,10462.77,0
17.42,Debit,ATM,74.0,Retired,150.0,1.0,6851.31,0
491.91,Debit,Online,78.0,Retired,155.0,1.0,2421.94,3
350.11,Credit,Online,74.0,Retired,178.0,1.0,4639.04,3
218.07,Debit,Branch,23.0,Student,243.0,1.0,443.62,1
422.14,Credit,Branch,26.0,Student,109.0,1.0,1436.32,1
613.21,Debit,ATM,61.0,Retired,157.0,1.0,3279.12,0
73.83,Debit,Online,69.0,Doctor,69.0,1.0,6020.29,3
67.33,Debit,Online,59.0,Engineer,36.0,1.0,5925.98,3
26.92,Debit,ATM,62.0,Retired,43.0,1.0,1674.94,0
18.3,Debit,Online,48.0,Engineer,155.0,1.0,3733.52,3
317.94,Debit,ATM,54.0,Engineer,124.0,1.0,2996.51,0
179.38,Debit,Online,40.0,Doctor,173.0,1.0,11666.18,3
918.95,Debit,Online,68.0,Doctor,139.0,1.0,7006.46,3
13.92,Debit,ATM,37.0,Engineer,209.0,1.0,2735.84,0
365.43,Debit,ATM,25.0,Student,176.0,1.0,1073.51,0
263.59,Debit,Branch,71.0,Retired,16.0,1.0,6996.35,1
54.8,Debit,Branch,34.0,Engineer,140.0,1.0,4943.49,1
31.39,Debit,ATM,20.0,Student,15.0,1.0,998.49,0
93.82,Debit,Online,39.0,Engineer,176.0,1.0,8422.06,3
5.71,Debit,Branch,21.0,Student,106.0,1.0,1285.42,1
178.39,Debit,Online,34.0,Engineer,98.0,1.0,8469.43,3
126.91,Debit,ATM,22.0,Student,42.0,1.0,692.69,0
36.09,Debit,Branch,53.0,Doctor,167.0,1.0,12319.26,1
91.77,Debit,Branch,51.0,Doctor,174.0,1.0,9240.73,1
198.92,Debit,Online,36.0,Engineer,100.0,1.0,2854.66,3
137.81,Debit,Branch,58.0,Engineer,44.0,1.0,2631.47,1
136.88,Credit,Branch,24.0,Student,71.0,1.0,7465.95,1
133.07,Debit,Branch,21.0,Student,155.0,1.0,1670.99,1
1.14,Debit,Branch,43.0,Doctor,137.0,1.0,13913.92,1
256.34,Debit,Branch,69.0,Retired,99.0,1.0,7471.63,1
56.11,Debit,Branch,36.0,Doctor,109.0,1.0,11123.65,1
118.1,Debit,ATM,50.0,Engineer,50.0,1.0,7976.6,0
137.86,Credit,Online,66.0,Doctor,120.0,1.0,8046.94,3
813.78,Credit,ATM,54.0,Doctor,55.0,1.0,14935.5,0
237.97,Debit,ATM,69.0,Doctor,69.0,1.0,13486.15,0
684.96,Debit,ATM,21.0,Student,31.0,1.0,526.67,0
878.63,Debit,ATM,60.0,Engineer,139.0,1.0,4954.37,0
276.56,Debit,Branch,68.0,Doctor,15.0,1.0,8942.58,1
8.75,Debit,ATM,79.0,Retired,199.0,1.0,4044.62,0
637.48,Debit,Online,65.0,Retired,207.0,1.0,4148.85,3
103.15,Debit,Branch,51.0,Doctor,179.0,1.0,11388.15,1
505.6,Debit,Branch,52.0,Retired,183.0,1.0,5347.57,1
371.86,Debit,ATM,46.0,Doctor,91.0,1.0,1329.45,0
14.26,Debit,Branch,50.0,Engineer,37.0,1.0,2475.65,1
13.16,Debit,Branch,43.0,Engineer,98.0,1.0,1019.46,1
167.92,Debit,ATM,40.0,Doctor,136.0,2.0,14321.73,0
73.01,Debit,ATM,56.0,Retired,101.0,1.0,2833.12,0
201.5,Credit,Online,61.0,Doctor,196.0,1.0,12148.32,3
150.3,Debit,Online,41.0,Doctor,204.0,1.0,14371.08,3
23.7,Debit,ATM,46.0,Doctor,32.0,1.0,7947.44,0
49.59,Debit,Branch,48.0,Engineer,147.0,1.0,6037.03,1
720.13,Credit,ATM,22.0,Student,96.0,1.0,387.02,0
134.92,Debit,Online,19.0,Student,101.0,1.0,1081.97,3
116.97,Debit,ATM,18.0,Student,299.0,1.0,729.7,0
11.06,Debit,ATM,34.0,Engineer,13.0,3.0,2782.21,2
88.29,Credit,Online,50.0,Engineer,287.0,1.0,5245.93,3
5.81,Debit,ATM,25.0,Student,222.0,1.0,1290.95,0
103.48,Debit,ATM,32.0,Engineer,33.0,1.0,6494.25,0
156.74,Debit,ATM,70.0,Retired,136.0,1.0,4004.35,0
505.14,Debit,ATM,68.0,Retired,179.0,1.0,2525.47,0
31.06,Debit,ATM,46.0,Doctor,61.0,1.0,11014.25,0
7.61,Debit,ATM,50.0,Doctor,163.0,1.0,6275.0,0
276.16,Credit,ATM,53.0,Retired,71.0,1.0,1733.34,0
145.77,Debit,ATM,68.0,Retired,237.0,1.0,5294.98,0
369.44,Debit,Online,34.0,Engineer,19.0,1.0,5018.67,3
558.86,Debit,ATM,60.0,Doctor,95.0,1.0,9844.32,0
429.15,Debit,Branch,26.0,Student,218.0,1.0,712.13,1
36.74,Debit,Branch,33.0,Doctor,133.0,1.0,6217.58,1
79.14,Credit,Online,57.0,Retired,22.0,1.0,2229.56,3
132.48,Debit,Branch,36.0,Engineer,101.0,1.0,9313.05,1
136.48,Debit,Online,52.0,Engineer,138.0,4.0,4618.53,2
203.76,Debit,Branch,55.0,Retired,37.0,1.0,6747.16,1
750.95,Debit,Branch,78.0,Retired,27.0,1.0,5134.37,1
0.84,Debit,ATM,52.0,Engineer,31.0,1.0,2207.54,0
257.18,Debit,Online,67.0,Doctor,28.0,1.0,13336.15,3
767.66,Debit,ATM,63.0,Doctor,155.0,1.0,1801.69,0
182.29,Debit,Online,54.0,Doctor,123.0,1.0,522.39,3
184.51,Credit,Online,54.0,Doctor,118.0,1.0,9381.64,3
451.31,Debit,ATM,62.0,Retired,166.0,5.0,2963.29,2
144.1,Debit,Branch,57.0,Doctor,30.0,1.0,11523.64,1
72.5,Debit,ATM,40.0,Doctor,30.0,1.0,12723.62,0
74.11,Credit,Online,69.0,Retired,71.0,4.0,3920.11,2
22.15,Debit,Branch,44.0,Doctor,73.0,1.0,7451.83,1
777.92,Debit,Branch,62.0,Doctor,97.0,1.0,7061.58,1
790.07,Debit,Online,28.0,Student,197.0,1.0,985.77,3
406.33,Credit,Branch,59.0,Engineer,103.0,1.0,4298.34,1
767.41,Debit,ATM,56.0,Doctor,27.0,1.0,12799.34,0
4.58,Credit,Online,21.0,Student,135.0,1.0,811.24,3
49.67,Debit,Online,21.0,Student,146.0,1.0,842.94,3
77.83,Credit,Branch,49.0,Engineer,146.0,1.0,2471.53,1
702.87,Debit,ATM,19.0,Student,184.0,1.0,1237.5,0
133.56,Debit,Online,25.0,Student,177.0,1.0,783.83,3
868.05,Credit,Online,49.0,Engineer,119.0,1.0,3931.03,3
52.87,Debit,Branch,24.0,Student,70.0,1.0,960.96,1
179.0,Debit,ATM,78.0,Retired,121.0,1.0,7310.88,0
1168.26,Credit,Online,73.0,Retired,37.0,1.0,1385.74,3
384.11,Debit,ATM,58.0,Retired,12.0,1.0,7902.52,0
227.61,Debit,Online,71.0,Retired,61.0,1.0,4405.28,3
40.83,Debit,ATM,48.0,Engineer,24.0,1.0,3944.12,0
19.76,Debit,ATM,20.0,Student,240.0,1.0,1523.04,0
484.24,Debit,Branch,67.0,Doctor,77.0,1.0,8042.3,1
301.47,Debit,Branch,21.0,Student,291.0,1.0,560.73,1
199.09,Debit,Online,70.0,Doctor,89.0,1.0,1658.52,3
38.95,Debit,Online,27.0,Engineer,50.0,1.0,731.52,3
515.94,Debit,ATM,29.0,Engineer,37.0,1.0,1389.89,0
41.93,Debit,ATM,48.0,Engineer,136.0,1.0,5081.26,0
95.35,Debit,Online,21.0,Student,131.0,1.0,1639.9,3
93.14,Debit,Online,67.0,Retired,151.0,1.0,5473.82,3
1427.71,Debit,Branch,64.0,Doctor,159.0,1.0,1729.26,1
79.33,Credit,Online,51.0,Doctor,109.0,1.0,14798.1,3
233.71,Debit,Online,19.0,Student,297.0,1.0,1231.98,3
14.92,Debit,Branch,26.0,Engineer,120.0,1.0,6611.26,1
242.17,Debit,ATM,60.0,Doctor,147.0,1.0,883.72,0
122.98,Debit,Online,79.0,Retired,228.0,1.0,5055.99,3
129.35,Debit,ATM,52.0,Engineer,130.0,1.0,7166.88,0
138.33,Debit,Online,21.0,Student,69.0,1.0,232.56,3
39.31,Debit,Online,25.0,Student,178.0,1.0,1236.38,3
91.85,Debit,Online,21.0,Student,148.0,1.0,802.09,3
277.7,Debit,Branch,58.0,Engineer,107.0,1.0,1423.2,1
114.03,Debit,ATM,51.0,Doctor,172.0,1.0,13388.56,0
302.63,Credit,Branch,27.0,Engineer,10.0,1.0,2801.28,1
31.19,Debit,ATM,52.0,Engineer,74.0,1.0,5545.96,0
112.91,Credit,Online,27.0,Engineer,135.0,1.0,4764.48,3
742.26,Debit,Online,27.0,Engineer,36.0,1.0,7868.19,3
256.8,Debit,ATM,26.0,Student,80.0,1.0,1128.38,0
378.68,Debit,ATM,60.0,Doctor,239.0,1.0,7627.04,0
571.93,Debit,Online,52.0,Retired,119.0,1.0,4026.03,3
26.31,Credit,Online,77.0,Retired,163.0,1.0,7095.76,3
533.61,Debit,Online,48.0,Engineer,115.0,1.0,3656.93,3
428.62,Debit,Branch,55.0,Retired,72.0,1.0,3473.24,1
361.22,Debit,ATM,64.0,Retired,167.0,1.0,7061.73,0
837.29,Debit,Branch,25.0,Student,216.0,1.0,6012.67,1
117.25,Credit,Online,31.0,Doctor,73.0,1.0,13694.68,3
135.27,Debit,ATM,48.0,Doctor,131.0,1.0,9410.51,0
185.1,Debit,Branch,53.0,Retired,23.0,1.0,6115.63,1
113.54,Debit,Online,38.0,Engineer,273.0,1.0,5581.21,3
354.96,Debit,Online,69.0,Doctor,96.0,1.0,6712.94,3
224.22,Debit,Branch,53.0,Doctor,37.0,1.0,8400.87,1
737.1,Debit,ATM,60.0,Retired,92.0,1.0,4644.19,0
223.22,Debit,ATM,27.0,Student,96.0,1.0,1734.22,0
557.26,Debit,ATM,69.0,Doctor,53.0,1.0,5237.12,0
1496.57,Debit,Online,33.0,Engineer,95.0,1.0,969.06,3
27.44,Debit,ATM,62.0,Retired,164.0,1.0,5950.48,0
310.09,Debit,Branch,36.0,Doctor,166.0,1.0,9962.5,1
80.38,Debit,Online,52.0,Doctor,116.0,1.0,9662.88,3
26.1,Credit,Branch,66.0,Doctor,115.0,1.0,5243.0,1
845.14,Credit,Branch,73.0,Retired,183.0,1.0,1702.65,1
59.73,Debit,ATM,27.0,Student,56.0,1.0,800.93,0
758.77,Debit,ATM,60.0,Engineer,114.0,1.0,7231.47,0
301.51,Debit,ATM,22.0,Student,284.0,1.0,1052.31,0
118.06,Credit,Branch,32.0,Doctor,31.0,1.0,13560.63,1
483.92,Debit,ATM,70.0,Retired,115.0,1.0,3138.0,0
78.93,Debit,ATM,38.0,Doctor,145.0,1.0,9916.24,0
36.63,Debit,ATM,75.0,Retired,261.0,1.0,7941.73,0
87.85,Debit,Branch,49.0,Engineer,63.0,1.0,3753.24,1
1001.83,Debit,Online,31.0,Doctor,55.0,1.0,9733.83,3
705.34,Debit,Online,59.0,Doctor,124.0,1.0,5003.22,3
146.55,Debit,Online,54.0,Retired,124.0,5.0,4087.44,2
116.89,Debit,Online,71.0,Retired,226.0,1.0,4880.31,3
106.41,Debit,Branch,57.0,Retired,87.0,1.0,1310.38,1
1087.9,Debit,ATM,78.0,Retired,103.0,1.0,2513.51,0
584.41,Debit,ATM,23.0,Student,41.0,1.0,4475.22,0
584.98,Credit,Branch,55.0,Retired,121.0,1.0,6521.05,1
79.21,Debit,Branch,56.0,Retired,140.0,1.0,1615.04,1
173.13,Credit,Online,20.0,Student,288.0,1.0,1490.34,3
1225.5,Credit,Online,50.0,Doctor,109.0,1.0,8611.17,3
422.81,Debit,Branch,28.0,Student,193.0,1.0,1929.28,1
135.43,Debit,ATM,57.0,Retired,92.0,1.0,5315.83,0
584.88,Debit,ATM,26.0,Student,121.0,1.0,548.45,0
308.94,Debit,Online,25.0,Student,167.0,1.0,1931.66,3
295.93,Debit,Branch,36.0,Doctor,117.0,1.0,1050.63,1
1512.99,Debit,Online,19.0,Student,50.0,1.0,9963.39,3
77.44,Debit,Branch,58.0,Retired,268.0,1.0,1950.63,1
92.5,Credit,Online,40.0,Engineer,70.0,1.0,6295.45,3
97.74,Credit,Online,41.0,Engineer,137.0,1.0,4113.63,3
291.68,Debit,ATM,21.0,Student,90.0,1.0,1451.02,0
56.96,Debit,ATM,22.0,Student,135.0,1.0,1597.85,0
436.8,Debit,Online,27.0,Student,92.0,1.0,1256.33,3
259.49,Debit,Online,72.0,Retired,292.0,1.0,7320.61,3
726.26,Debit,Online,57.0,Retired,147.0,1.0,2150.38,3
568.68,Debit,ATM,72.0,Retired,101.0,1.0,2940.04,0
999.28,Debit,Online,29.0,Engineer,40.0,1.0,4272.41,3
14.16,Credit,Branch,74.0,Retired,290.0,1.0,5399.76,1
1142.83,Credit,Branch,61.0,Retired,48.0,1.0,2467.39,1
61.33,Debit,ATM,27.0,Engineer,129.0,1.0,7537.4,0
27.64,Debit,Online,54.0,Engineer,23.0,1.0,7498.51,3
3.85,Debit,ATM,29.0,Doctor,32.0,1.0,10506.41,0
431.22,Credit,Branch,73.0,Retired,129.0,1.0,6505.98,1
178.55,Debit,Branch,55.0,Engineer,67.0,1.0,7568.4,1
248.76,Debit,ATM,18.0,Student,56.0,1.0,546.46,0
76.16,Debit,ATM,23.0,Student,99.0,1.0,1072.25,0
347.25,Debit,ATM,69.0,Doctor,250.0,1.0,7273.55,0
325.98,Debit,ATM,19.0,Student,277.0,1.0,782.35,0
249.56,Debit,Branch,76.0,Retired,246.0,1.0,4444.95,1
17.43,Debit,ATM,56.0,Doctor,33.0,1.0,10658.88,0
198.01,Credit,Branch,26.0,Student,40.0,1.0,250.93,1
585.58,Debit,Branch,23.0,Student,55.0,1.0,1729.02,1
434.67,Credit,Online,27.0,Student,124.0,1.0,1298.13,3
510.7,Credit,Online,27.0,Student,294.0,1.0,5828.48,3
331.98,Debit,ATM,74.0,Retired,12.0,1.0,7600.99,0
199.54,Debit,Online,56.0,Engineer,268.0,1.0,9603.73,3
212.97,Debit,Online,59.0,Engineer,178.0,1.0,4180.4,3
270.56,Debit,Online,23.0,Student,139.0,1.0,1268.44,3
306.37,Debit,ATM,26.0,Engineer,120.0,1.0,9609.67,0
643.02,Credit,ATM,38.0,Doctor,85.0,1.0,11989.39,0
98.48,Debit,Branch,47.0,Engineer,12.0,1.0,9538.92,1
889.01,Debit,Online,36.0,Engineer,169.0,1.0,4826.88,3
537.86,Debit,Online,27.0,Student,134.0,1.0,293.06,3
241.18,Debit,ATM,25.0,Student,162.0,1.0,1445.53,0
130.54,Debit,ATM,64.0,Doctor,94.0,1.0,11204.62,0
800.29,Credit,Branch,20.0,Student,84.0,1.0,693.4,1
8.81,Debit,Online,57.0,Doctor,165.0,1.0,13523.65,3
28.52,Debit,ATM,20.0,Student,163.0,1.0,662.51,0
431.31,Credit,Online,23.0,Student,99.0,1.0,342.73,3
885.33,Credit,ATM,47.0,Engineer,59.0,1.0,7764.16,0
199.23,Debit,ATM,29.0,Engineer,54.0,1.0,9834.0,0
42.26,Debit,ATM,44.0,Doctor,171.0,1.0,268.77,0
166.06,Debit,ATM,30.0,Engineer,172.0,1.0,5397.68,0
357.72,Debit,ATM,53.0,Retired,25.0,1.0,7659.5,0
588.37,Debit,Online,28.0,Student,284.0,1.0,1926.08,3
72.82,Debit,Online,68.0,Doctor,127.0,1.0,6911.62,3
162.36,Debit,Online,36.0,Engineer,147.0,1.0,7527.04,3
584.82,Credit,Online,43.0,Doctor,109.0,1.0,12071.1,3
38.15,Credit,Online,72.0,Retired,129.0,1.0,1425.47,3
477.54,Credit,ATM,23.0,Student,52.0,1.0,1598.63,0
639.57,Debit,Branch,60.0,Doctor,43.0,1.0,11726.47,1
58.23,Debit,Online,28.0,Student,34.0,1.0,9189.76,3
776.21,Credit,Online,78.0,Retired,99.0,1.0,4895.87,3
188.61,Debit,Online,67.0,Retired,26.0,1.0,7167.57,3
675.37,Credit,Online,56.0,Retired,31.0,1.0,4704.91,3
94.82,Credit,Branch,67.0,Retired,56.0,1.0,1267.72,1
425.18,Credit,Online,59.0,Engineer,135.0,1.0,5790.55,3
50.28,Debit,Branch,60.0,Engineer,65.0,1.0,5729.1,1
70.68,Debit,Online,25.0,Student,105.0,1.0,1478.41,3
261.77,Debit,Online,28.0,Student,46.0,1.0,824.71,3
183.22,Debit,ATM,27.0,Student,63.0,1.0,1024.42,0
58.32,Credit,Branch,29.0,Engineer,275.0,4.0,6027.49,2
156.86,Debit,ATM,51.0,Doctor,102.0,1.0,14453.35,0
120.67,Debit,ATM,42.0,Doctor,233.0,1.0,5374.54,0
308.62,Credit,Branch,59.0,Engineer,101.0,1.0,9148.08,1
506.81,Debit,ATM,59.0,Engineer,41.0,1.0,2757.23,0
328.39,Debit,ATM,41.0,Engineer,108.0,1.0,2523.83,0
796.3,Debit,Branch,67.0,Retired,64.0,1.0,1498.79,1
72.47,Debit,Online,29.0,Doctor,72.0,1.0,1305.56,3
279.6,Debit,ATM,25.0,Student,131.0,1.0,1910.9,0
304.2,Debit,Online,25.0,Student,102.0,1.0,423.64,3
351.38,Debit,Branch,64.0,Retired,21.0,1.0,7606.63,1
86.07,Debit,Branch,31.0,Doctor,23.0,1.0,842.56,1
604.5,Debit,ATM,28.0,Student,80.0,1.0,709.42,0
258.7,Debit,ATM,27.0,Student,123.0,1.0,1358.37,0
994.63,Debit,Online,61.0,Doctor,158.0,1.0,13538.14,3
11.46,Credit,Branch,75.0,Retired,64.0,1.0,7258.33,1
63.76,Debit,ATM,69.0,Retired,100.0,1.0,4980.26,0
446.83,Credit,Branch,55.0,Retired,143.0,1.0,1623.5,1
63.54,Debit,ATM,26.0,Engineer,136.0,1.0,4401.78,0
81.11,Debit,Online,48.0,Engineer,110.0,1.0,2051.37,3
441.26,Credit,Branch,58.0,Doctor,87.0,5.0,13704.92,2
170.96,Debit,Branch,64.0,Doctor,69.0,1.0,13374.89,1
48.51,Debit,Branch,22.0,Student,69.0,1.0,3363.23,1
325.03,Debit,Branch,60.0,Doctor,106.0,1.0,13521.76,1
738.94,Debit,Branch,41.0,Doctor,173.0,1.0,13856.18,1
180.36,Credit,Online,33.0,Engineer,55.0,1.0,9905.23,3
225.1,Debit,ATM,28.0,Student,35.0,1.0,1547.71,0
720.46,Debit,Branch,54.0,Retired,44.0,1.0,3101.54,1
1116.57,Debit,ATM,56.0,Retired,104.0,1.0,1393.14,0
291.46,Debit,ATM,57.0,Retired,135.0,1.0,7142.53,0
1192.95,Debit,Branch,23.0,Student,73.0,1.0,325.15,1
98.24,Debit,Online,28.0,Student,148.0,1.0,580.66,3
100.48,Credit,Branch,18.0,Student,104.0,1.0,6149.81,1
45.9,Debit,Branch,56.0,Engineer,264.0,1.0,5698.25,1
258.21,Debit,Online,39.0,Doctor,225.0,1.0,9562.41,3
1079.11,Debit,Online,53.0,Engineer,211.0,1.0,2038.31,3
287.51,Debit,Online,22.0,Student,255.0,1.0,187.65,3
501.3,Credit,Online,26.0,Engineer,146.0,1.0,8520.08,3
26.1,Debit,ATM,27.0,Student,32.0,1.0,1435.72,0
436.77,Debit,ATM,20.0,Student,176.0,1.0,825.69,0
1026.46,Debit,Branch,53.0,Retired,165.0,1.0,3134.47,1
123.35,Credit,Online,31.0,Doctor,10.0,1.0,6852.16,3
139.52,Debit,Branch,23.0,Student,31.0,1.0,1570.22,1
51.2,Debit,Online,18.0,Student,83.0,1.0,730.6,3
122.85,Credit,Online,47.0,Doctor,127.0,3.0,13185.39,2
161.38,Credit,Online,24.0,Student,101.0,1.0,3900.34,3
2.51,Debit,Online,63.0,Retired,32.0,1.0,4891.56,3
22.62,Debit,ATM,64.0,Doctor,102.0,1.0,7682.0,0
126.83,Debit,Branch,57.0,Retired,39.0,1.0,6100.98,1
46.6,Debit,Online,55.0,Doctor,68.0,1.0,1562.9,3
243.8,Debit,Branch,57.0,Doctor,48.0,1.0,13732.81,1
231.51,Credit,Branch,60.0,Retired,96.0,1.0,5790.7,1
175.05,Debit,Online,39.0,Engineer,34.0,1.0,1447.35,3
762.74,Debit,ATM,64.0,Doctor,244.0,1.0,207.1,0
34.03,Debit,Branch,57.0,Engineer,38.0,1.0,3077.2,1
15.95,Debit,Branch,25.0,Student,52.0,1.0,1983.0,1
101.51,Credit,Online,46.0,Engineer,199.0,1.0,3052.47,3
309.42,Debit,Branch,27.0,Engineer,42.0,1.0,8564.46,1
257.6,Credit,Online,59.0,Retired,293.0,1.0,7950.74,3
746.78,Credit,Branch,21.0,Student,64.0,1.0,1699.81,1
82.01,Credit,Branch,23.0,Student,156.0,1.0,287.46,1
476.99,Debit,Online,23.0,Student,187.0,1.0,1154.48,3
320.11,Debit,Branch,23.0,Student,130.0,1.0,4076.48,1
333.39,Debit,ATM,68.0,Doctor,35.0,1.0,10628.59,0
10.3,Debit,ATM,47.0,Engineer,197.0,1.0,7801.32,0
737.46,Credit,Branch,53.0,Doctor,75.0,4.0,634.16,2
416.55,Debit,Online,33.0,Engineer,73.0,1.0,922.96,3
98.95,Debit,Branch,75.0,Retired,73.0,1.0,5670.82,1
18.14,Credit,ATM,58.0,Retired,48.0,1.0,6020.85,0
1154.79,Debit,ATM,51.0,Doctor,108.0,1.0,6180.3,0
215.13,Debit,Online,46.0,Engineer,114.0,1.0,3956.69,3
218.57,Credit,Branch,62.0,Doctor,102.0,1.0,13869.86,1
341.88,Debit,ATM,43.0,Engineer,89.0,1.0,4159.52,0
691.92,Debit,Online,19.0,Student,61.0,1.0,1084.65,3
50.43,Debit,Branch,32.0,Doctor,51.0,1.0,9794.26,1
440.43,Debit,Branch,78.0,Retired,23.0,1.0,5123.24,1
299.03,Debit,Branch,39.0,Engineer,52.0,1.0,1381.28,1
1.98,Debit,ATM,66.0,Doctor,170.0,1.0,11619.1,0
173.45,Debit,ATM,31.0,Engineer,161.0,1.0,9077.62,0
438.76,Debit,Branch,22.0,Student,73.0,1.0,1824.19,1
519.62,Credit,Online,71.0,Retired,40.0,1.0,4159.33,3
738.68,Debit,Online,50.0,Doctor,124.0,1.0,14352.33,3
151.14,Debit,Online,64.0,Retired,38.0,1.0,2156.54,3
75.77,Debit,Branch,51.0,Engineer,148.0,1.0,8361.7,1
444.52,Debit,Online,27.0,Engineer,17.0,1.0,5424.6,3
5.29,Debit,Online,52.0,Doctor,276.0,1.0,11263.89,3
97.63,Credit,Online,48.0,Doctor,127.0,1.0,12467.31,3
256.95,Debit,Branch,26.0,Engineer,71.0,1.0,2531.24,1
734.86,Credit,Branch,48.0,Engineer,290.0,1.0,6242.03,1
1250.94,Debit,ATM,36.0,Doctor,107.0,2.0,11565.97,0
84.28,Debit,Branch,39.0,Doctor,142.0,1.0,13586.06,1
927.45,Debit,ATM,24.0,Student,95.0,1.0,1161.84,0
202.49,Credit,ATM,48.0,Engineer,69.0,1.0,7447.1,0
154.99,Debit,Branch,25.0,Student,53.0,1.0,1419.31,1
481.53,Debit,Branch,58.0,Retired,277.0,1.0,6142.54,1
172.92,Debit,Online,20.0,Student,212.0,1.0,416.37,3
275.59,Credit,Branch,53.0,Retired,238.0,1.0,6313.22,1
207.2,Debit,Online,60.0,Engineer,133.0,1.0,8092.94,3
136.82,Debit,Branch,31.0,Engineer,14.0,1.0,6229.13,1
624.0,Debit,Branch,26.0,Engineer,132.0,5.0,4976.18,2
10.15,Debit,ATM,59.0,Doctor,58.0,5.0,7155.04,2
26.3,Debit,ATM,32.0,Doctor,33.0,1.0,7473.73,0
319.5,Credit,Branch,29.0,Engineer,69.0,1.0,2366.3,1
182.42,Debit,Branch,51.0,Retired,137.0,1.0,3051.29,1
716.62,Debit,ATM,44.0,Doctor,241.0,1.0,6987.4,0
222.96,Credit,ATM,65.0,Doctor,150.0,1.0,7370.41,0
79.77,Debit,ATM,68.0,Retired,167.0,1.0,5010.31,0
592.24,Debit,ATM,52.0,Doctor,140.0,1.0,9817.05,0
